,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
0,-0.6808,2017-12-02 15:27:24,0.732,0.268,0.0,FoxNews,"RT @Stump4TrumpPAC: President Trump: ""What has been shown is no collusion. No collusion. There's been absolutely no collusion so we're very…",1
1,0.0,2017-12-02 15:27:24,1.0,0.0,0.0,FoxNews,RT @IngrahamAngle: Franken unlikely to survive. Where does this end? https://t.co/POoZmN0I5w,2
2,-0.3818,2017-12-02 15:27:23,0.795,0.205,0.0,CNN,"RT @DollarVigilante: Once Again People are Falling for False Propaganda.
#Syria #CNN #FoxNews #FakeNews
https://t.co/atzCof56ZP https://t.c…",3
3,-0.3818,2017-12-02 15:27:23,0.795,0.205,0.0,FoxNews,"RT @DollarVigilante: Once Again People are Falling for False Propaganda.
#Syria #CNN #FoxNews #FakeNews
https://t.co/atzCof56ZP https://t.c…",4
4,0.5106,2017-12-02 15:27:23,0.732,0.0,0.268,nytimes,RT @brooklynmarie: Strong words from the NYT editorial board. https://t.co/YvIMzEwYu6,5
5,0.4215,2017-12-02 15:27:23,0.865,0.0,0.135,nytimes,"RT @AynRandPaulRyan: Here's how each Senator voted and who is up for reelection in 2018.

Choose wisely, America.

https://t.co/GoOaVbH7ZK…",6
6,-0.2263,2017-12-02 15:27:23,0.853,0.147,0.0,nytimes,RT @nytimes: Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,7
7,-0.7351,2017-12-02 15:27:23,0.754,0.246,0.0,CNN,"RT @hotfunkytown: On Friday, Michael Flynn pleaded guilty to lying to FBI agents about making contact with Russian Ambassador Kislyak durin…",8
8,0.0,2017-12-02 15:27:23,1.0,0.0,0.0,nytimes,"@nytimes The “benefits” are simply property being returned to its owners, who happen to have large quantities of it taken by the government.",9
9,-0.5106,2017-12-02 15:27:23,0.732,0.268,0.0,FoxNews,@realDavidFeiner @motivateme2011 @FoxNews Donald  will probably be heading to prison.,10
10,0.0,2017-12-02 15:27:23,1.0,0.0,0.0,FoxNews,"RT @FoxNews: .@SheriffClarke on immigration reform: “The only elected official in Washington, D.C. who understands that this is a crisis…is…",11
11,0.0,2017-12-02 15:27:22,1.0,0.0,0.0,nytimes,RT @nytimes: Here's how each senator voted on the Republican tax bill https://t.co/enDEsXz0CZ,12
12,-0.2144,2017-12-02 15:27:22,0.919,0.081,0.0,FoxNews,"RT @FoxNews: .@SheriffClarke: ""Mike Flynn has his problems but this has nothing to do with the Trump campaign or the Trump administration.""…",13
13,0.2577,2017-12-02 15:27:22,0.724,0.138,0.139,FoxNews,"RT @DonnaWR8: ‘You file a lawsuit in front of a FAVORABLE JUDGE, one of 600 in the country...
??pick a judge
??file the lawsuit
??they issu…",14
14,0.0,2017-12-02 15:27:22,1.0,0.0,0.0,nytimes,RT @nytimes: Updated timeline: What we now know about Michael Flynn’s phone calls with Russia https://t.co/u5HLzR0SAh,15
15,0.0,2017-12-02 15:27:22,1.0,0.0,0.0,nytimes,RT @nytimes: These documents raise new questions about what then President-elect Trump knew about Michael Flynn’s conversations https://t.c…,16
16,-0.0258,2017-12-02 15:27:22,0.755,0.125,0.121,nytimes,"RT @TedRall: Even if Trump and his gangsters go to prison, now they'll save billions of dollars on their taxes. #Fridaynewsdump https://t.c…",17
17,-0.7351,2017-12-02 15:27:22,0.733,0.267,0.0,nytimes,@BluCollarView @StockMonsterVIP Do I need to explain why 1.414 trillion added to the deficit is a bad thing? Or how… https://t.co/teDjCfRn19,18
18,0.0,2017-12-02 15:27:22,1.0,0.0,0.0,CNN,"RT @Acosta: WH source: WH ""totally in a bubble"" in denial on Russia probe when it should be a ""red alert.""
https://t.co/esIstmAH6a",19
19,0.0,2017-12-02 15:27:22,1.0,0.0,0.0,FoxNews,RT @FoxNews: Dow milestones. https://t.co/swzLkfk3Sr,20
20,0.1531,2017-12-02 15:27:21,0.721,0.126,0.153,nytimes,RT @nytimes: James Comey quoted a Bible passage about justice on Twitter just after Michael Flynn pleaded guilty https://t.co/Ni9jnX8BJn,21
21,0.4019,2017-12-02 15:27:21,0.899,0.0,0.101,FoxNews,RT @IngrahamAngle: “Kihuen was believed to be a rising star in the party and flipped a district in Nev. last cycle from Republ to Dem. He i…,22
22,0.0,2017-12-02 15:27:21,1.0,0.0,0.0,FoxNews,RT @Itsinquotes2017: @FoxNews @POTUS Press: “Is Flynn guilty?”. DJT:”We’ll see what happens”.     News Flash: Flynn already pleaded guilty…,23
23,0.0,2017-12-02 15:27:21,1.0,0.0,0.0,nytimes,RT @ProbablyMortal: @PeterLitwin57 @nytimes @JamesStewartNYT He told you what he was. Over and over he told you what he was. You believed h…,24
24,-0.6808,2017-12-02 15:27:21,0.742,0.258,0.0,FoxNews,"RT @FoxNews: .@POTUS: ""What has been shown is no collusion. No collusion. There's been absolutely no collusion so we're very happy."" https:…",25
25,0.1695,2017-12-02 15:27:21,0.886,0.0,0.114,CNN,@Rosie @Alyssa_Milano @billmaher @MarkRuffalo @PattyArquette @chelseahandler Let me not forget @jimmykimmel @CNN an… https://t.co/zrJf0mgDAk,26
26,0.0,2017-12-02 15:27:21,1.0,0.0,0.0,CNN,"RT @CNN: 62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB",27
27,0.8245,2017-12-02 15:27:21,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,28
28,0.1027,2017-12-02 15:27:21,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",29
29,-0.8924,2017-12-02 15:27:20,0.674,0.326,0.0,FoxNews,RT @wraithvenge: We need to #BuildTheWall now! Barry's regime let this rapist piece of garbage violate our borders 20 F*CKING TIMES! Barry'…,30
30,0.765,2017-12-02 15:27:20,0.691,0.0,0.309,nytimes,@nytimes Why isn’t there more debate about passthru entity benefits? Most of those benefits will certainly go to th… https://t.co/jJAbaEunGm,31
31,0.1501,2017-12-02 15:27:20,0.813,0.101,0.086,FoxNews,"RT @Lrihendry: .@dbongino on Kate Steinle not guilty verdict: ""How do you look the American people in the eye? I'm serious, if you're in th…",32
32,0.0,2017-12-02 15:27:20,1.0,0.0,0.0,FoxNews,@FoxNews @RepDeSantis Stay tuned! Follow the money!,33
33,-0.7269,2017-12-02 15:27:20,0.538,0.341,0.122,CBSNews,"RT @LynoxRN: Earl Kimrey faces charges including concealing of death, obstruction of justice, second-degree burglary, felony larceny, and p…",34
34,-0.8225,2017-12-02 15:27:20,0.377,0.514,0.108,CBSNews,@CBSNews No it was a $1.5 trillion dollar  deficit increase. Terrible and irresponsible headline,35
35,0.0,2017-12-02 15:27:20,1.0,0.0,0.0,nytimes,A Historic Tax Heist https://t.co/zueKefxXi3,36
36,0.0,2017-12-02 15:27:20,1.0,0.0,0.0,nytimes,RT @KenRoth: Saudi blockade of Yemen has left its civilians with not only cholera epidemic but now also outbreak of diphtheria--both ordina…,37
37,0.0,2017-12-02 15:27:20,1.0,0.0,0.0,nytimes,"RT @Atmaprajnananda: “Now every room is mine, and I can do as I please,” Mrs Ito said. So true.... https://t.co/AfdfntK6Bs",38
38,0.0,2017-12-02 15:27:20,1.0,0.0,0.0,CNN,"RT @ProudResister: WH Source to CNN: “The President and the White House are in a bubble when they should be in a state of red alert.”

Tran…",39
39,-0.6759,2017-12-02 15:27:20,0.508,0.34,0.152,CNN,@CNN Ridiculous! What has he done to help solve the problems he protest besides take a knee?? Does that stop social… https://t.co/e0dC12QYdE,40
40,0.8245,2017-12-02 15:27:19,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,41
41,0.0,2017-12-02 15:27:19,1.0,0.0,0.0,nytimes,https://t.co/hTDR0iUWA3,42
42,0.5423,2017-12-02 15:27:19,0.851,0.0,0.149,CNN,"RT @CNN: Former 49ers quarterback Colin Kaepernick has been named the recipient of Sports Illustrated's legacy award, which is presented in…",43
43,0.4902,2017-12-02 15:27:19,0.716,0.0,0.284,nytimes,"@rogertansey @nytimes Ah, only noticed that. Very illuminating. Thanks.",44
44,-0.4023,2017-12-02 15:27:19,0.689,0.311,0.0,CNN,RT @farwzz: I literally cannot trust anybody https://t.co/z5UFITp8uN,45
45,0.0,2017-12-02 15:27:19,1.0,0.0,0.0,CNN,"RT @standbyRM: 171202 MMA ??????? ???
#????? #BTS #?? #RM
??? ???? ??? https://t.co/ChKIfvx86T",46
46,-0.5875,2017-12-02 15:27:19,0.702,0.216,0.082,FoxNews,"RT @FoxNews: This morning, @PeteHegseth discussed the sanctuary city debate in light of the not guilty verdict in the Kate Steinle murder t…",47
47,0.2942,2017-12-02 15:27:19,0.897,0.0,0.103,FoxNews,"@atheoryofpower @FoxNews After seven months of hearings! For what it’s worth, I did not approve of the way that was… https://t.co/Y2kUSPzqpu",48
48,0.0,2017-12-02 15:27:19,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",49
49,0.7184,2017-12-02 15:27:19,0.714,0.0,0.286,FoxNews,@FoxNews @POTUS He got off easy because he has valuable information for the FBI to continue on.,50
50,0.4019,2017-12-02 15:27:18,0.863,0.0,0.137,FoxNews,"@RWTrollPatrol @FoxNews @POTUS LOL/ Liberals unraveling at the seams/ Democrats are the party of old Dinosaurs, Cor… https://t.co/15zWgEoRRr",51
51,-0.6597,2017-12-02 15:27:18,0.769,0.231,0.0,FoxNews,"RT @FoxNews: .@RepDeSantis: ""I've not seen any evidence and nobody has seen evidence of actual criminal offense involving Trump's campaign…",52
52,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,FoxNews,"RT @MMoorberg: A Yuge Victory For The American People!!
Senate passes major tax reform package via the @FoxNews app https://t.co/ENhjKMVh1n",53
53,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",54
54,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,nytimes,RT @greenhousenyt: NYT Editorial: This Was A Historic Tax Heist in which Billionaire GOP Campaign  Donors Pick Our Children's and Grandchil…,55
55,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,nytimes,@nytimes @SalvadorAlianza Fraude ??,56
56,0.8245,2017-12-02 15:27:18,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,57
57,0.8245,2017-12-02 15:27:18,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,58
58,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,FoxNews,"RT @johncannon: Sessions: Trump, DOJ Doing Everything Possible to Reverse Sanctuary City Policies https://t.co/4vwjtVkjVw",59
59,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,CNN,RT @jljacobson: @GOP @SenateMajLdr @SpeakerRyan @realDonaldTrump @MarkHalperin @NPR @MSNBC @CNN @BreitbartNews @hughhewitt @brithume And no…,60
60,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,CNN,@ZimmermanRob @CNN @CNNnewsroom @NewDay @VictorBlackwell @Christi_Paul @AprilDRyan @JackKingston @CNNPolitics… https://t.co/f8UAbZ2GOp,61
61,0.0,2017-12-02 15:27:18,1.0,0.0,0.0,CNN,"RT @mustafahos: man belgeleri aç?klan?rken ana ak?m (ntv/cnn/habertürk) bilinen haber kanallar?n?n hali..
""ç?k?n yay?ndan talimat?"" geliyor…",62
62,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,CNN,"RT @CNNEE: En 1965, fue encarcelada por negarse a ceder su asiento a un hombre blanco. Pero su desobediencia resultó histórica...
https://t…",63
63,0.7351,2017-12-02 15:27:17,0.78,0.0,0.22,FoxNews,RT @FoxNews: .@SheriffClarke: “Push is going to have to come to shove for the United States Department of Justice. There are federal laws t…,64
64,-0.3182,2017-12-02 15:27:17,0.887,0.113,0.0,FoxNews,RT @AllRiseAmerica: @TuckerCarlson @mar0593 @FoxNews So in a Sanctuary City you are providing protection to illegal immigrants but you are…,65
65,-0.296,2017-12-02 15:27:17,0.896,0.104,0.0,FoxNews,"@FoxNews @POTUS If you say ""no collusion"" three times in the mirror Bob Muller appears and throws you in jail.",66
66,0.4019,2017-12-02 15:27:17,0.748,0.0,0.252,nytimes,"Pasteles, a Puerto Rican Tradition, Have a Special Savor Now https://t.co/rgt1xDJ3fA",67
67,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,FoxNews,RT @FoxNews: Dow milestones. https://t.co/swzLkfk3Sr,68
68,0.8245,2017-12-02 15:27:17,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,69
69,-0.2263,2017-12-02 15:27:17,0.853,0.147,0.0,nytimes,RT @nytimes: Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,70
70,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",71
71,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,nytimes,RT @KenRoth: Saudi blockade of Yemen has left its civilians with not only cholera epidemic but now also outbreak of diphtheria--both ordina…,72
72,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,nytimes,RT @nytimes: Here's how each senator voted on the Republican tax bill https://t.co/enDEsXz0CZ,73
73,0.34,2017-12-02 15:27:17,0.902,0.0,0.098,nytimes,"RT @nytimes: Who gains from the U.S. Republican tax plan? Two economists, one from each side of the debate, make their cases. https://t.co/…",74
74,-0.8483,2017-12-02 15:27:17,0.649,0.351,0.0,nytimes,RT @neeratanden: A little history here: Congress passed a Catastrophic Coverage bill that made folks so angry they protested in the streets…,75
75,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,CNN,Smalltit american tgirl jerking her bbc on CNN Tuga - Shemale Tube - https://t.co/LIw8zG0pkN https://t.co/dlZH0PSUIA,76
76,0.8245,2017-12-02 15:27:17,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,77
77,0.34,2017-12-02 15:27:17,0.876,0.0,0.124,nytimes,"@nytimes Holtz-Eakin is several times apologetic and sells the bill rather than giving it a review, while Clausing… https://t.co/LostK4fZCf",78
78,0.0,2017-12-02 15:27:17,1.0,0.0,0.0,nytimes,RT @nytopinion: The Senate passed a tax bill confirming that the Republican leaders’ primary goal is to enrich the country’s elite at the e…,79
79,0.4576,2017-12-02 15:27:16,0.885,0.0,0.115,FoxNews,"RT @JohnJamesMI: LIVE: ""I will absolutely support Kate's Law and I will absolutely bring an end to sanctuary cities when I get to the US Se…",80
80,0.7955,2017-12-02 15:27:16,0.718,0.0,0.282,FoxNews,RT @RealDrGina: Hoping the House version wins in conference! The senate bill has some hidden demons... #TaxBill #TaxReformNow #maga! @realD…,81
81,0.4215,2017-12-02 15:27:16,0.859,0.0,0.141,CBSNews,@CBSNews Unfucking followable and watchable anymore.  CBS the hallmark of Journalism is now a click bait shitshow. Nice work.,82
82,0.0,2017-12-02 15:27:16,1.0,0.0,0.0,FoxNews,RT @FoxNews: Senate panel seeks 'all records' of payouts for lawmakers' alleged misdeeds https://t.co/7Yn9jdmzuI,83
83,0.0,2017-12-02 15:27:16,1.0,0.0,0.0,CNN,"RT @CNNEE: ÚLTIMA HORA
Anuncian restricciones de derechos civiles en Honduras https://t.co/O7CxeNTLkU

Hay toque de queda a partir de las 1…",84
84,0.0,2017-12-02 15:27:16,1.0,0.0,0.0,CNN,"RT @standbyRM: 171202 MMA ??????? ???
#????? #BTS #?? #RM
BTS ??? ????????? https://t.co/7hFYwelqPY",85
85,0.1027,2017-12-02 15:27:16,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",86
86,0.0,2017-12-02 15:27:16,1.0,0.0,0.0,CNN,Smalltit american tgirl jerking her bbc on CNN Tuga - Shemale Tube - https://t.co/kVuxSZnVIs https://t.co/2DPtSVsk4N,87
87,0.0,2017-12-02 15:27:16,1.0,0.0,0.0,nytimes,"Uno ya lo sabía, por supuesto, pero duele aún más cuando nos balconean desde fuera: nuestro Gobierno es... https://t.co/wY7gPyXhax",88
88,0.34,2017-12-02 15:27:16,0.902,0.0,0.098,nytimes,"RT @nytimes: Who gains from the U.S. Republican tax plan? Two economists, one from each side of the debate, make their cases. https://t.co/…",89
89,0.3612,2017-12-02 15:27:16,0.751,0.081,0.168,nytimes,"@nytimes Why did your earlier headline call it a ""win"".  I pay your salary.  Do better, @nytimes",90
90,0.5574,2017-12-02 15:27:15,0.753,0.0,0.247,nytimes,RT @ramzpaul: Homosexual priest urges us to pray that a 4 year old boy will embrace sodomy. https://t.co/ku97kOojSg,91
91,-0.1177,2017-12-02 15:27:15,0.702,0.162,0.137,CNN,"FYI for the Sunday Talking Points: 

Obama's Deficit was $10 Trillion!

@NancyPelosi @SenSchumer @SenWarren… https://t.co/SKiyQyy9i2",92
92,0.0,2017-12-02 15:27:15,1.0,0.0,0.0,CNN,"RT @CNN: This is one of thousands of giant sinkholes in Greenland, where water is draining through the ice sheet into the ocean, contributi…",93
93,0.34,2017-12-02 15:27:15,0.902,0.0,0.098,nytimes,"RT @nytimes: Who gains from the U.S. Republican tax plan? Two economists, one from each side of the debate, make their cases. https://t.co/…",94
94,0.0,2017-12-02 15:27:15,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",95
95,0.0,2017-12-02 15:27:15,1.0,0.0,0.0,nytimes,"RT @mrossano6970: Opinion | A Historic Tax Heist https://t.co/yHiwdkBdDq
??????",96
96,-0.2263,2017-12-02 15:27:15,0.853,0.147,0.0,nytimes,RT @nytimes: Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,97
97,0.8245,2017-12-02 15:27:15,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,98
98,0.0,2017-12-02 15:27:15,1.0,0.0,0.0,FoxNews,RT @EricTrump: #MakeAmericaGreatAgain!!! ?????? https://t.co/ZKQrpc8Mmx,99
99,0.0,2017-12-02 15:27:15,1.0,0.0,0.0,FoxNews,@FoxNews @realDonaldTrump Let’s Go!!!,100
100,-0.1027,2017-12-02 15:27:15,0.688,0.165,0.147,nytimes,RT @Tahoesquaw1: How Russia Successfully Harvested American Rage to Reshape U.S. Politics in the 2016 Elections.  https://t.co/mlqACiok2u,101
101,0.0,2017-12-02 15:27:14,1.0,0.0,0.0,FoxNews,@Eagleeyes93028 @N_e_w_s_360 @FoxNews  https://t.co/8RADqYMO7h,102
102,0.0,2017-12-02 15:27:14,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",103
103,0.8245,2017-12-02 15:27:14,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,104
104,-0.1695,2017-12-02 15:27:14,0.923,0.077,0.0,BBCWorld,RT @ThankYouFromCat: SPAIN'S democracy: peacefull people wearing a yellow tie are not allow to walk near a hotel where President Rajoy is h…,105
105,0.4926,2017-12-02 15:27:14,0.862,0.0,0.138,nytimes,"Good for them!

""The fiber network will bring connection speeds of 200 gigabits per second to the village, among th… https://t.co/pbpRsuz4bf",106
106,-0.2263,2017-12-02 15:27:14,0.853,0.147,0.0,nytimes,RT @nytimes: Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,107
107,0.5106,2017-12-02 15:27:14,0.752,0.0,0.248,FoxNews,RT @USABookClub: Kudos to the #Leadership of @POTUS @realDonaldTrump ... https://t.co/CAOpoTzqCD,108
108,-0.2263,2017-12-02 15:27:14,0.853,0.147,0.0,nytimes,RT @nytimes: Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,109
109,0.0,2017-12-02 15:27:14,1.0,0.0,0.0,CNN,Smalltit american tgirl jerking her bbc on CNN Tuga - Shemale Tube - https://t.co/RPaD7fbK9q https://t.co/msz6RiPCPB,110
110,0.8245,2017-12-02 15:27:14,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,111
111,0.4215,2017-12-02 15:27:14,0.865,0.0,0.135,nytimes,The end result of years of voter suppression and Citizens United. The corporate takeover of the American government… https://t.co/Zn4fX2eRfV,112
112,0.0,2017-12-02 15:27:14,1.0,0.0,0.0,CNN,@Acliffe @JackKingston @CNN  https://t.co/P0hclZVnd1,113
113,0.0,2017-12-02 15:27:13,1.0,0.0,0.0,CNN,"RT @blueskydriving: @CNN They know it won’t work in the long run .. meanwhile, they bring overseas money home, eliminate the Estate Tax, an…",114
114,0.4404,2017-12-02 15:27:13,0.854,0.0,0.146,nytimes,"RT @Brizzyc: ""Mr. Trump’s plans add up to the largest elimination of protected areas in American history."" https://t.co/esWBKvYHuW",115
115,0.8245,2017-12-02 15:27:13,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,116
116,0.0,2017-12-02 15:27:13,1.0,0.0,0.0,CNN,"RT @chrisdonovan: Lindsey Graham on CNN:“U know what concerns me abt the American press is this endless, endless attempt to label the guy a…",117
117,-0.2023,2017-12-02 15:27:13,0.724,0.154,0.122,CNN,RT @jerome_corsi: ABC News corrects bombshell Flynn report FAKE NEWS. TRUTH = Trump told FLYNN to contact RUSSIA AFTER ELECTION https://t.c…,118
118,0.34,2017-12-02 15:27:13,0.87,0.0,0.13,CNN,RT @Emolclause: .@SenatorCollins says she voted for.@GOP #TaxBill ONLY AFTER getting assurances from .@SenateMajLdr &amp;.@SpeakerRyan that the…,119
119,-0.0314,2017-12-02 15:27:13,0.535,0.237,0.228,CNN,@cmelchione @CNN You're wrong. Most economists support the bill,120
120,0.5423,2017-12-02 15:27:13,0.851,0.0,0.149,CNN,"RT @CNN: Former 49ers quarterback Colin Kaepernick has been named the recipient of Sports Illustrated's legacy award, which is presented in…",121
121,0.1027,2017-12-02 15:27:13,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",122
122,0.5719,2017-12-02 15:27:13,0.778,0.0,0.222,CNN,RT @CNNTravel: World's prettiest Starbucks? New Kyoto outlet set inside 100-year-old townhouse: https://t.co/vlSdeIy8B8 https://t.co/avVyPP…,123
123,-0.5729,2017-12-02 15:27:13,0.637,0.251,0.112,FoxNews,"@dnvn111 @FoxNews Another “Lol, liberal tears” idiot who is more interested in how this bill will hurt the opposing… https://t.co/3oMNv37oyp",124
124,-0.6808,2017-12-02 15:27:13,0.708,0.292,0.0,FoxNews,"President Trump: ""What has been shown is no collusion. No collusion. There's been absolutely no collusion so we're… https://t.co/4YxboCkvfk",125
125,-0.2023,2017-12-02 15:27:12,0.724,0.154,0.122,CNN,RT @jerome_corsi: ABC News corrects bombshell Flynn report FAKE NEWS. TRUTH = Trump told FLYNN to contact RUSSIA AFTER ELECTION https://t.c…,126
126,0.1027,2017-12-02 15:27:12,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",127
127,0.4767,2017-12-02 15:27:12,0.795,0.0,0.205,CNN,Donald Trump Jr. to talk to House Intelligence Committee behind closed doors ? https://t.co/8dfQyqpGh3,128
128,-0.296,2017-12-02 15:27:12,0.896,0.104,0.0,CNN,"RT @oldandydufresne: @JohnCassidy @yashar .@cnn &amp; .@MSNBC refused to cover the #GOPTaxScam before the re-runs began to air anyways. 

They…",129
129,0.0,2017-12-02 15:27:12,1.0,0.0,0.0,nytimes,"?The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, sma… https://t.co/fkDRrlcjHb",130
130,0.0,2017-12-02 15:27:12,1.0,0.0,0.0,nytimes,See How Every Senator Voted on the Republican Tax Bill - The New York Times https://t.co/7jlVOIKGrD,131
131,-0.2732,2017-12-02 15:27:12,0.633,0.168,0.198,nytimes,"RT @stopthenutjob: This is an excellent, important article but it's important to remember that the NYT's itself is a culture of hate for Cl…",132
132,0.8245,2017-12-02 15:27:12,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,133
133,0.8245,2017-12-02 15:27:12,0.713,0.0,0.287,nytimes,RT @syeddoha: #InjusticeWatch I couldn't be any more proud as a new member of the board of this fantastic organization and @Rick_Tulsky for…,134
134,0.0,2017-12-02 15:27:12,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",135
135,-0.5423,2017-12-02 15:27:12,0.821,0.179,0.0,nytimes,RT @nytimesworld: Eight donkeys in India spent four days in jail. Their crime: devouring expensive saplings. https://t.co/XPdpH4Fzg9,136
136,0.0,2017-12-02 15:27:12,1.0,0.0,0.0,nytimes,"RT @nytimes: The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, small business…",137
137,0.5367,2017-12-02 15:27:12,0.822,0.0,0.178,FoxNews,@WokeQueen6 @danmwiner @FoxNews When everyone pays more for medical care and education you'll have a more difficult… https://t.co/uKsEGl2M6p,138
138,0.7955,2017-12-02 15:27:12,0.718,0.0,0.282,FoxNews,RT @RealDrGina: Hoping the House version wins in conference! The senate bill has some hidden demons... #TaxBill #TaxReformNow #maga! @realD…,139
139,0.0,2017-12-02 15:27:12,1.0,0.0,0.0,FoxNews,RT @FoxNews: Dow milestones. https://t.co/swzLkfk3Sr,140
140,0.0,2017-12-02 15:27:11,1.0,0.0,0.0,FoxNews,RT @TuckerCarlson: AG Sessions: @realDonaldTrump is doing everything possible to get sanctuary cities to reverse their policies. They shoul…,141
141,0.0,2017-12-02 15:27:11,1.0,0.0,0.0,CNN,RT @roadmancode: How is this woman getting UK citizenship so quickly when bossman in the chicken shop gotta run when immigration come. Mans…,142
142,-0.3818,2017-12-02 15:27:11,0.692,0.204,0.104,FoxNews,"@FoxNews @realDonaldTrump Not 1 Darn Dem voted in favor of Tax Cuts fore the people, what’s that tell you. Sad day… https://t.co/EFbV8kFmnL",143
143,0.6863,2017-12-02 15:27:11,0.563,0.0,0.437,FoxNews,@FoxNews @POTUS Yup! So far so good!,144
144,0.0,2017-12-02 15:27:11,1.0,0.0,0.0,nytimes,RT @nytimes: She was using her downstairs bathroom when she felt a bite. She jumped up to see a python emerging from her toilet. https://t.…,145
145,-0.4215,2017-12-02 15:27:11,0.887,0.113,0.0,FoxNews,"RT @FoxNews: Moments before he departed Joint Base Andrews for NYC, @POTUS gave his first comments on Michael Flynn pleading guilty to lyin…",146
146,0.7351,2017-12-02 15:27:11,0.78,0.0,0.22,FoxNews,RT @FoxNews: .@SheriffClarke: “Push is going to have to come to shove for the United States Department of Justice. There are federal laws t…,147
